29007,33595
33595,3945
18886,10564
13235,1288
27513,17354
16602,28280
16595,43915
2331,7535
38379,3044
45895,29260
10915,10900
10915,11018
7442,43834
18357,25633
27109,7318
30647,7749
34896,7796
25368,32567
2331,3753
24454,33595
40616,35109
7867,7596
17354,35638
22997,24606
24833,32523
44936,10217
45604,1288
10217,25633
13614,7796
13403,7796
24314,25633
40169,24833
40616,32523
8004,7318
10900,10564
17695,32567
7786,1288
34907,35146
7477,32523
28560,1288
22997,10796
1288,17096
35834,16595
6217,7749
22752,7596
34793,46635
7749,6713
39336,18500
29007,10864
3495,10796
28058,7796
39974,25633
7920,30568
35834,7300
36942,7318
10217,28890
22774,33595
3044,1288
11164,40507
29007,46635
3044,22129
6903,3586
39403,22752
26052,29260
18704,7300
24389,25677
3586,42089
28840,1288
18332,18357
24091,33595
41789,7623
41987,7796
37148,28914
7920,1296
31584,468
40893,33595
7786,8004
41736,40507
35127,22129
35127,1288
40264,33595
33381,7786
11018,10900
8364,30244
10185,10217
25125,21028
36942,3495
17354,33595
29705,28748
2577,33595
24091,7796
10796,10864
7881,7596
37766,7677
4679,2331
17751,7796
34208,24695
28840,7442
18886,10796
13607,29260
39587,39418
34757,40768
21848,7749
10709,7796
3974,25605
27109,7796
40609,32567
2577,7786
28058,1296
31940,17096
7786,3380
24454,24695
28914,25677
29919,7749
4519,8408
22741,28914
3586,33595
7749,7596
16454,8004
10900,10796
18500,25633
7456,2331
25125,7749
35690,35638
16602,47176
35686,33595
45394,3945
19742,46635
32567,25633
34985,40264
11164,1288
11164,35099
27835,25633
17940,7796
15281,32523
19238,7596
35972,10864
5270,3380
30215,30244
30933,7596
34907,32523
30244,24580
44217,7442
13034,1219
29705,28914
7920,7796
7442,43915
24454,17354
7623,7796
7456,7677
34757,3945
38636,7596
34985,10900
44962,7796
22774,47711
22752,29007
42622,29260
43834,25633
25346,30244
3495,33595
1296,25633
16587,31587
19742,7596
21049,35099
7677,1288
46881,8004
4519,35099
19277,21772
34757,43915
7920,3495
10217,3892
37357,39403
46881,26041
3586,7796
18357,7535
30375,35834
34896,7442
12842,1288
22997,7796
16595,24606
1881,7796
27513,21128
33703,7535
30375,1296
36989,3495
20746,35954
18704,43915
7300,7796
16964,7796
21071,33595
7623,7596
45394,25633
13244,7442
24091,35834
37162,29919
34699,13034
21225,7596
12101,19352
47349,29260
24833,7796
36989,7786
39418,7786
30403,12743
19742,19138
39445,43915
24833,32567
8466,7749
36989,22930
34985,10935
37499,8004
4938,30403
7677,30933
40535,35146
39445,1288
29260,21128
7786,7442
35638,24606
34665,7442
3495,7442
26842,1288
30562,40768
34699,1288
6903,30375
42089,28053
38285,42089
28058,3495
21820,7749
28058,18357
19742,7796
18224,7677
10900,29260
18704,45394
2331,7318
11352,33595
3495,7786
4511,8408
35954,35946
34985,35954
21820,29919
45394,43915
28058,24833
16928,7796
29007,10564
13244,27949
36989,7796
11164,19352
34208,40768
1296,2331
16936,2331
18911,37791
18391,7796
46186,7596
4511,32523
42014,8364
1296,1288
7677,10564
3495,18357
36989,40169
19040,32523
30568,7796
44217,45394
46635,7786
21897,25633
6389,43834
43834,7796
2331,22129
7615,36142
30375,33595
34898,10217
47711,7596
18235,1288
24314,25677
8364,7796
33595,7796
7615,7677
4511,35099
10185,21028
24434,7796
1288,7796
41848,1288
31587,25633
30403,28914
10900,1296
2331,25633
2331,18357
20746,7796
45394,16595
29705,25633
24359,25677
30375,28053
17354,35686
37805,7596
28914,31587
43558,25633
40264,7786
29007,40893
17354,17929
21643,7796
10935,7596
35127,8408
40535,10564
14954,32523
6527,1219
7442,1288
16580,31587
40169,3495
7796,18357
30887,7596
16602,7867
3495,1288
24715,7623
10915,35954
39478,7786
21518,29260
38501,32523
24695,7786
24833,7786
34757,16595
22752,33595
39587,7786
468,21287
7456,7596
21071,29038
10709,33595
14270,7596
2331,7796
39403,7786
25404,35099
27587,7677
16278,1288
40507,32523
44962,8333
7442,31587
24314,31587
25394,8408
35007,3495
16936,7786
47349,7596
36142,7596
15281,40507
7615,19560
44962,7786
47095,18054
40535,25633
25394,32567
3495,25633
10935,35946
7879,7796
45604,25605
36989,25829
21128,7596
21225,7623
16245,1288
25633,17096
25592,21287
34793,19742
37791,46635
10217,7442
19352,32523
40616,32567
24833,40535
39418,7796
35231,7456
16623,25633
46881,7623
7796,24606
22774,7786
2331,7786
34985,20746
28914,1288
10796,10564
23476,35099
46892,21643
28560,30568
4938,28748
13614,35638
30244,7786
13614,22129
35954,10900
26135,7796
29007,7786
47353,7749
28560,3495
35081,32567
30375,24091
18357,13034
35104,32567
31955,32523
1288,21287
46188,46186
20857,21287
3586,21225
8823,40768
33803,7786
7786,7535
18500,13034
20746,10900
3044,7796
34208,33595
28058,38285
10581,32618
3586,7786
24454,7796
10900,29038
16245,38870
47129,36142
16595,3945
4511,10564
22774,7596
7615,35231
10887,10564
24695,7796
24872,28053
35954,2331
8333,7786
21304,25633
19040,24833
47238,38870
28280,7749
7749,18500
24833,1288
3495,7796
25404,32567
20868,32523
18459,32567
5270,25633
26757,33595
35954,35972
7456,25633
10709,1288
7796,25633
27109,7442
43834,13034
1881,10796
16587,28914
38379,24359
10217,32567
11100,7786
13614,1296
35557,24833
46186,7786
15929,32567
13614,25633
37225,7796
45604,7796
468,7796
15830,3495
10185,1288
44217,1288
28280,37962
35954,10900
3495,7596
35972,29038
46892,7677
30244,44217
16454,29260
27608,36989
28914,16652
39587,33595
41736,35099
10938,10900
3967,7796
19040,25368
39974,18357
6903,7786
3586,7596
26041,7623
37162,7749
10217,21028
47095,25633
10900,7796
36142,25633
36989,39445
24833,1296
24096,38285
42622,7596
19352,40507
30244,7796
7442,13034
21071,29007
25592,25633
10935,7796
16602,21028
8333,7596
18459,32523
1288,8004
10796,10564
18459,37676
19352,35099
13956,25677
4679,1288
35104,25368
17354,46635
28840,7796
44962,10935
3495,7535
40535,3380
28914,13956
46881,29260
19742,33595
34757,7796
8823,7796
10864,33595
1288,7300
39445,11100
45394,7796
33595,7786
30244,38770
28914,3043
39418,39445
7786,10796
531,7786
29260,7786
22997,1288
40768,10564
30375,7786
1288,24606
39445,29007
39445,33595
